,Store Code,Site Name,Store Type,TNS Link ID,TNS Name Portal,Region,Installed,Closure Date,Router Serial No,Primary,Owner,Speed,Service ID / Serial No,Service No / MAC,Account ,Secondary,Owner,Service ID / Serial No,Service No / MAC,Account,Router IP Address ,LAN Core IP ,Switch Model,Switch Serial No,Phone 1,Phone 2,Phone 3,Phone 4,Phone 5,Phone 6,Service Address
172,5008,Wellness Taman Universiti,Wellness,vxmb00081v,VAW_TamanUniversiti,Johor,10-Sep-18,,FGL2231920Y,TM - Streamyx,Vinx,10mbps,w_tmnu@streamyx (49V9QWQJ),07-5201062,,3G - Maxis,TNS,8.96001E+18,,,192.168.72.1,8 PORT SWITCH,SG95D-08 V01,DNI204906RZ,07-5201384 (Credit card),07-5201406 (Credit card),,,,,"Wellness Taman Universiti, 1st Floor,  AEON Mall Taman Universiti, No.4, Jalan Pendidikan, Taman Universiti, 81300, Skudai, Johor"
173,5057,Wellness Tasek Central,Wellness,vxmb00070v,VAW_TasekCentral,Johor,12-Aug-17,,FGL2104220J,TM - Unifi,Vinx,10mbps,wellnesstasekcentra@unifibiz,07-5627715,1044927026,3G - Digi,TNS,8.96016E+19,,,192.168.61.1,8 PORT SWITCH,,,Tel 1 : 07-5224829 (modem),Phone 2 : 07-5624476 (ATA),Phone 3 : 07-5623906 (ATA),Tel 2 : 07-5627715 (Modem),,,"L1-08, 1-09 & 1-10, Level 1, Tasek Central, No. 2, Jalan Pendekar 16, 81300 Skudai, Johor Bahru, Johor"
174,5062,Wellness Tebrau City,Wellness,vxmb00058v,VAW_TebrauCity,Johor,1-Dec-16,,FGL204023JT,TM - Streamyx,Vinx,2mbps,,07-3519211,U600360827307,3G - Celcom,TNS,8.96019E+18,,,192.168.53.1,8 PORT SWITCH,,,07-3510143,07-3510146,07-3512106,07-3511509,,,"WELLNESS TEBRAU CITY Aeon Tebrau City Shopping Centre, Lot F50 - F51, First Floor, No 1, Jalan Desa Tebrau Taman Desa Tebrau 81100 Johor Bahru Johor"
175,5077,Wellness The Spring ,Wellness,vxmb00078v,VAW_TheSpring,Kuching,26-Jul-18,,FGL204023HB,TM - Streamyx,Vinx,2mbps,w_spring@streamyx,8200230901,U600342546207,3G - Maxis,TNS,8.96001E+17,,,192.168.66.1,9 PORT SWITCH,AT-FSW708,04B160100163,8200230764,8200230794,8200230828,,,,"Wellness The Spring, Lot 140, First Floor, The Spring Shopping Mall,Persiaran Spring, 93300, Kuching, Sarawak."
176,5092,Wellness TMG MALL BIM,Wellness,vxma00095v,5092_VAW_TMGMallBIM,Pahang,11-Oct-19,,FGL23021540,TM - Unifi,Vinx,10mbps,well_tmgbim@unifibiz,,,3G - Maxis,TNS,8.96001E+18,,,192.168.86.1,8 PORT SWITCH,CISCO SG95D-08,DNI212500VA,09-5729418 (Office),09-5729432 (Counter 1),09-5729574 (Counter 2),,,,"Lot A3, Ground Floor, TMG Mall Bandar Indera Mahkota, Jalan IM 7/14, Bandar Indera Mahkota, Kuantan 25200 Pahang"
177,5098,Wellness TMG Tanjung Lumpur,Wellness,vxmb00096v,5098_VAW_TMGTLumpur,Pahang,9-Dec-19,,FGL204023JW,TM - Unifi,Vinx,10mbps,well_tmgmtl@unifibiz,,,3G - Celcom,TNS,8.96019E+18,,,192.168.87.1/24,8 PORT SWITCH,SG95D - 08,DNI203702BQ,09-5348417 - (OFFICE),09-5348149 - (COUNTER 1),09-5348271 - (COUNTER 2),,,,"Lot G-03 & Lot E,Ground Floor, TMG Mall Tanjung Lumpur, NO.PT 124756, Jalan Bandar Putra 1A, Jalan Tanjung Lumpur,  26060 Kuantan,Pahang "
178,5054,Wellness TTDI,Wellness,vxma00051v,VAW_Ttdi,Kuala Lumpur,22-Jan-16,,FGL204023HN,TM - Streamyx,Vinx,1mbps,wellttdi@streamyx,03-77100376,U600360827502,3G - Celcom,TNS,8.96019E+17,,,192.168.43.1,8 PORT SWITCH,,,03-77100578,03-77100579,,,,,"Wellness Burhanuddin Helmi Taman Tun, No. 126 Ground Floor, Jalan Burhanuddin Helmi, Taman Tun Dr. Ismail, 60000 Kuala Lumpur"
179,5085,Wellness Vivacity,Wellness,vxmb00091v,5085_VAW_Vivacity,Kuching,18-Apr-19,,FGL204023L3,Reach 10,Vinx,10mbps,,114-0252,,3G - Maxis,TNS,8.96001E+18,,,192.168.80.1,8 PORT SWITCH,CISCO SG95D-08,DNI22440P1R,Phone 1: 082-263450,Phone 2: 082-263451,Phone 3: 082-263452,,,,"Wellness Vivacity Mall, Lot L3-014, Level 3, VivaCity Mall, Jalan Wan Alwi, 93350, Kuching, Sarawak"
180,5060,Wellness Wellness Gateway@KLIA2,Wellness,vxma00068v,VAW_Gateway@KLIA2,Kuala Lumpur,30-Nov-17,,FGL204023JS,TM - Unifi,Vinx,10mbps,wellnessgatewayklia2@unifibiz,03-87878260,1044928933,3G - Digi,TNS,8.96016E+19,,,192.168.60.1,8 PORT SWITCH,,,03-87878260,03-87878141,03-87878358,,,,"L2-18 & 19, Level 2, Gateway @KLIA2, Terminal KLIA2, KL International Airport, Jalan KLIA 2/1, 64000 Sepang, Selangor"
181,8018,WH - KLPTC,WareHouse,vxmb00056v,WH_KLPTC,N9,13-Nov-18,,FGL204023L5,TM - Streamyx,Vinx,4mbps,v_klptcn@streamyx,06-7940677 ,U600345903305,3G - Celcom,N'osairis ,8.96019E+18,,,,,CISCO SG94D-08,DNI204906VX,,,,,,,"LOT 15826, JALAN NILAM 4, KAWASAN PERINDUSTRIAN NILAI UTAMA, SEREMBAN, 71800, NEGERI SEMBILAN DARUL KHUSUS."
182,8010,WH KLRDC Bangi,WareHouse,vxmb00054v,WH_Klrdcbangi,Selangor,14-Aug-16,,FGL204023J0,TM - Unifi,Vinx,20mbps,aeon.kldrc@unifibiz,03-89120546,1031124223,4G - Yes LTE,N'osairis ,YESLB0123032,8.96015E+18,01117192315@YES.MY,172.43.0.1,172.43.0.2,,,,,,,,,"ÆON Kuala Lumpur Regional Distribution Centre, Jalan 6C/12, Off Persiaran Kemajuan, Taman Persiaran Bangi, 43650 Bandar Baru Bangi, Selangor Darul Ehsan, Malaysia."
183,8017,WH PC Shah Alam,WareHouse,vxmb00055v,WH_Pc_Shahalam,Selangor,27-Aug-16,,FGL204023L4,TM - Unifi,Vinx,20mbps,amy_wh.pcshahalam@unifibiz,03-51318452,1031157140,4G - Yes LTE,N'osairis ,YESLB0122760,8.96015E+18,01117192302@YES.MY,172.63.0.1,172.63.0.2,,,,,,,,,"ÆON Co. (M) Bhd. ÆON Food Processing Centre, No.7,Jalan Sejahtera 25/124, Axis Premier Industrial Park, Seksyen 25,40400 Shah Alam, Selangor Darul Ehsan, Malaysia."
184,8013,WH SSDC Petaling Jaya,WareHouse,vxmb00057v,WH_Ssdcpj,Selangor,28-Aug-16,,FGL204023HC,TM - Streamyx,Vinx,1mbps,whssdcpj@streamyx,03-77701192,U600298403007,4G - YesLTE,N'osairis,YESLB0123045,"8960152161030700176
01117192294",01117192294@YES.MY,172.48.0.1,172.48.5.1,,,,,,,,,"Sankyu (Malaysia) Sdn. Bhd., 4, Jalan 215, Seksyen 51, 46050 Petaling Jaya, Selangor, Malaysia"
